plot,grid,evacuation_datetime,collection_datetime,mean_vwc_m3m3_15cm,min_vwc_m3m3_15cm,max_vwc_m3m3_15cm,doc_mg_l,tdn_mg_l,Total_Volume_mL
Freshwater,F4,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,0.37658445976,0.341795881,0.412021297,10.45,0.49,55.5
Freshwater,F4,2022-06-22T16:45:00Z,2022-06-22T20:14:00Z,0.376399506591716,0.330275251,0.414403003,8.13,0.27,55.5
Freshwater,F4,2022-06-22T20:14:00Z,2022-06-23T13:38:00Z,0.3671357080474354,0.303626521,0.414403003,9.6,0.32,49
Freshwater,F4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,0.35245823638793694,0.301632715,0.404146927,11.22,0.49,36.5
Freshwater,F4,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,0.32910199349814556,0.275616262,0.412129909,14.67,0.73,36.5
Freshwater,F4,2022-09-12T15:59:00Z,2022-09-15T15:59:00Z,0.24729150055801827,0.201073519,0.329239558,13.3,0.75,31.1
Freshwater,F4,2023-06-05T19:21:00Z,2023-06-06T21:16:00Z,0.33739432179406476,0.264983923,0.410221441,6.575,0.29000000000000004,63
Freshwater,F4,2023-06-07T12:40:00Z,2023-06-07T21:54:00Z,0.3784599154358047,0.340395562,0.41216482,4.65,0.2,88
Freshwater,F4,2023-06-07T21:54:00Z,2023-06-08T20:32:00Z,0.3620426437950517,0.307916695,0.411222223,5.57,0.28,64
Freshwater,F4,2023-06-23T17:32:00Z,2023-06-27T15:17:00Z,0.3330523595384615,0.285534865,0.412195852,12.19,0.42,64
Freshwater,F4,2023-07-07T13:44:00Z,2023-07-10T14:35:00Z,0.3044553213918779,0.229246696,0.402308281,14.93,0.57,74
Freshwater,F4,2023-08-04T17:02:00Z,2023-08-07T13:04:00Z,0.2993126847661379,0.225755596,0.342335062,12.12,0.52,30
Freshwater,F4,2023-12-08T16:44:00Z,2023-12-11T18:18:00Z,0.31215751633235345,0.26934004,0.415756774,15.21,0.44,38
Freshwater,F6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.376399506591716,0.330275251,0.414403003,7.4,0.26,32
Freshwater,F6,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,0.35245823638793694,0.301632715,0.404146927,13.74,0.56,36.5
Freshwater,F6,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,0.24726607820544022,0.201073519,0.329239558,16.19,0.76,26.5
Freshwater,F6,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,0.33362316261257835,0.30076769800000003,0.358747111,13.77,0.64,35.3
Freshwater,F6,2023-05-12T17:14:00Z,2023-05-15T21:46:00Z,0.32020832185836207,0.286593832,0.350073667,14.77,0.37,54.5
Freshwater,F6,2023-06-23T17:26:00Z,2023-06-27T15:40:00Z,0.33309535079620095,0.285453406,0.412195852,11.95,0.42,64
Freshwater,F6,2023-08-07T13:16:00Z,2023-08-10T17:07:00Z,0.3266387402256998,0.222167521,0.407696212,15.04,1.61,59
Freshwater,F6,2023-12-05T16:26:00Z,2023-12-08T17:08:00Z,0.29989170478561356,0.266376484,0.328180591,14.66,0.45,26
Freshwater,H3,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,0.3180800878520093,0.266035132,0.408495286,5.06,0.28,67
Freshwater,H3,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,0.37658445976,0.341795881,0.412021297,5.62,0.24,45
Freshwater,H3,2022-06-22T16:45:00Z,2022-06-22T20:14:00Z,0.376399506591716,0.330275251,0.414403003,4.86,0.21,45
Freshwater,H3,2022-06-22T20:14:00Z,2022-06-23T13:38:00Z,0.3671357080474354,0.303626521,0.414403003,10.23,0.3,154
Freshwater,H3,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,0.35245823638793694,0.301632715,0.404146927,9.86,0.37,36.5
Freshwater,H3,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,0.32910199349814556,0.275616262,0.412129909,11.59,0.46,36.5
Freshwater,H3,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,0.2849649024010283,0.213195394,0.3183706,11.76,0.5,31.5
Freshwater,H3,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,0.32049061476858876,0.285445648,0.381427624,9.01,0.34,49
Freshwater,H3,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,0.33362316261257835,0.30076769800000003,0.358747111,8.89,0.34,35.5
Freshwater,H3,2023-04-14T14:10:00Z,2023-04-17T15:11:00Z,0.33145783814995244,0.284134546,0.394212808,8.59,0.32,36.5
Freshwater,H3,2023-05-12T14:38:00Z,2023-05-15T21:15:00Z,0.32032062028700264,0.286997248,0.351287794,9.76,0.68,22.5
Freshwater,H3,2023-06-05T15:59:00Z,2023-06-06T22:00:00Z,0.3365696800201192,0.264983923,0.410291263,4.16,0.19,31
Freshwater,H3,2023-06-06T22:00:00Z,2023-06-07T12:27:00Z,0.365105235186382,0.309479932,0.411994144,4.69,0.23,70
Freshwater,H3,2023-06-07T12:27:00Z,2023-06-07T20:54:00Z,0.3786846890168986,0.346954951,0.41216482,4.17,0.21,70
Freshwater,H3,2023-06-23T17:34:00Z,2023-06-27T15:08:00Z,0.3330370237503129,0.285534865,0.412195852,6.84,0.3,64
Freshwater,H3,2023-08-07T17:04:00Z,2023-08-10T17:22:00Z,0.32849003460510806,0.222167521,0.407696212,9.2,0.42,64
Freshwater,H3,2023-09-29T19:48:00Z,2023-10-02T13:51:00Z,0.26296882730913795,0.225976699,0.310189789,9.29,0.48,44
Freshwater,H3,2023-12-05T16:17:00Z,2023-12-08T16:48:00Z,0.2998842624547454,0.266376484,0.328180591,8.48,0.29,39
Freshwater,H6,2022-05-18T15:59:00Z,2022-05-20T15:59:00Z,0.3307740924203125,0.289603936,0.358739353,9.03,0.45,20
Freshwater,H6,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.31103780446865203,0.271574344,0.353390212,13.55,0.66,67
Freshwater,H6,2022-06-18T15:59:00Z,2022-06-20T14:15:00Z,0.3009928434292402,0.263063818,0.347226481,14.41,0.54,30
Freshwater,H6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.376399506591716,0.330275251,0.414403003,2.81,0.08,46
Freshwater,H6,2022-06-22T20:14:00Z,2022-06-23T13:38:00Z,0.3671357080474354,0.303626521,0.414403003,10.03,0.35,117
Freshwater,H6,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,0.35245823638793694,0.301632715,0.404146927,10.37,0.42,36.5
Freshwater,H6,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,0.31790771213390834,0.25522048,0.411226102,11.01,0.46,36.5
Freshwater,H6,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,0.32910199349814556,0.275616262,0.412129909,14.9,1.9,36.5
Freshwater,H6,2022-09-09T15:25:00Z,2022-09-12T16:07:00Z,0.21194556385683577,0.176344894,0.250170022,20.45,0.79,26.5
Freshwater,H6,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,0.2849649024010283,0.213195394,0.3183706,15.04,0.56,33.5
Freshwater,H6,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,0.32049061476858876,0.285445648,0.381427624,16.53,0.62,79.5
Freshwater,H6,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,0.33362316261257835,0.30076769800000003,0.358747111,11.86,1.71,36.5
Freshwater,H6,2023-04-14T14:19:00Z,2023-04-17T15:23:00Z,0.33148195659828733,0.284134546,0.394212808,12.89,0.6,36.5
Freshwater,H6,2023-05-12T14:40:00Z,2023-05-15T21:34:00Z,0.32030839742464307,0.286985611,0.351287794,12.36,0.52,46.5
Freshwater,H6,2023-06-06T21:36:00Z,2023-06-07T12:15:00Z,0.36514555801083853,0.309479932,0.411994144,8.28,0.41,89
Freshwater,H6,2023-06-07T12:15:00Z,2023-06-07T20:43:00Z,0.3786786309143701,0.346830823,0.41216482,8.16,0.54,89
Freshwater,H6,2023-06-07T20:43:00Z,2023-06-08T19:43:00Z,0.36340623480706225,0.308560609,0.411222223,8.49,0.4,33
Freshwater,H6,2023-06-14T19:49:00Z,2023-06-17T16:34:00Z,0.30818170471808576,0.250802299,0.340775704,10.84,0.52,27
Freshwater,H6,2023-07-07T13:32:00Z,2023-07-10T14:25:00Z,0.30438674270104393,0.229246696,0.402308281,14.53,0.68,65
Freshwater,I5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.31103780446865203,0.271574344,0.353390212,12.73,0.78,34
Freshwater,I5,2022-06-18T15:59:00Z,2022-06-20T14:15:00Z,0.3009928434292402,0.263063818,0.347226481,15.67,0.7,30
Freshwater,I5,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,0.37658445976,0.341795881,0.412021297,26.89,0.42,64
Freshwater,I5,2022-06-22T16:45:00Z,2022-06-22T20:14:00Z,0.376399506591716,0.330275251,0.414403003,18.61,0.3,64
Freshwater,I5,2022-06-22T20:14:00Z,2022-06-23T13:38:00Z,0.3671357080474354,0.303626521,0.414403003,13.92,0.58,107
Freshwater,I5,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,0.35245823638793694,0.301632715,0.404146927,14.52,0.54,36.5
Freshwater,I5,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,0.31790771213390834,0.25522048,0.411226102,14.7,0.57,36.5
Freshwater,I5,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,0.32910199349814556,0.275616262,0.412129909,16.38,0.6,36.5
Freshwater,I5,2022-09-09T15:25:00Z,2022-09-12T16:07:00Z,0.21194556385683577,0.176344894,0.250170022,23.83,1.16,26.5
Freshwater,I5,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,0.24726607820544022,0.201073519,0.329239558,22.43,0.8,36.5
Freshwater,I5,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,0.2849649024010283,0.213195394,0.3183706,21.68,0.86,31.5
Freshwater,I5,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,0.32049061476858876,0.285445648,0.381427624,15.15,0.58,74.5
Freshwater,I5,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,0.33362316261257835,0.30076769800000003,0.358747111,13.09,0.58,36.5
Freshwater,I5,2023-04-14T14:17:00Z,2023-04-17T15:17:00Z,0.3314840356027423,0.284134546,0.394212808,12.43,0.47,36.5
Freshwater,I5,2023-05-12T14:36:00Z,2023-05-15T21:26:00Z,0.3203132625186297,0.286997248,0.351287794,11.96,0.42,70.5
Freshwater,I5,2023-05-31T17:05:00Z,2023-06-03T20:09:00Z,0.3206502801662646,0.280492165,0.35048872,11.05,0.4,55.5
Freshwater,I5,2023-06-05T15:59:00Z,2023-06-06T21:45:00Z,0.33572900673780487,0.264983923,0.410275747,4.44,0.24,52
Freshwater,I5,2023-06-06T21:45:00Z,2023-06-07T12:01:00Z,0.3648644366602452,0.309479932,0.411986386,7.46,0.46,102
Freshwater,I5,2023-06-07T12:01:00Z,2023-06-07T21:04:00Z,0.37866212772118957,0.346737727,0.41216482,4.08,0.18,102
Freshwater,I5,2023-06-07T21:04:00Z,2023-06-08T19:28:00Z,0.3633723323571162,0.308808865,0.411222223,6.64,0.49,53
Freshwater,I5,2023-06-08T19:28:00Z,2023-06-12T14:09:00Z,0.3266768502515915,0.280174087,0.366365467,8.2,0.39,24
Freshwater,I5,2023-06-12T14:09:00Z,2023-06-14T19:36:00Z,0.31722412989212007,0.270717085,0.347885911,10.73,0.42,39
Freshwater,I5,2023-06-14T19:36:00Z,2023-06-17T16:25:00Z,0.3082028788954264,0.251019523,0.340775704,11.25,0.46,36
Freshwater,I5,2023-06-23T17:36:00Z,2023-06-27T14:54:00Z,0.3330079624797703,0.285534865,0.412195852,13.21,0.5,64
Freshwater,I5,2023-07-05T18:16:00Z,2023-07-07T13:20:00Z,0.3043612600354995,0.246628495,0.339902929,15.8,1.19,26.5
Freshwater,I5,2023-08-04T17:05:00Z,2023-08-07T12:45:00Z,0.299342182972973,0.225755596,0.342335062,14.73,0.64,43
Freshwater,I5,2023-10-02T13:33:00Z,2023-10-05T14:37:00Z,0.24645460524789523,0.200010673,0.299037664,25.54,2.69,20
Freshwater,I5,2023-12-05T16:22:00Z,2023-12-08T16:56:00Z,0.29988704625510204,0.266376484,0.328180591,16.98,0.57,37
Saltwater,B4,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.2978212790595145,0.259537807,0.348824629,20.02,0.6,99
Saltwater,B4,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,0.3099684509090909,0.276613165,0.355527541,11.37,0.48,35
Saltwater,B4,2022-06-22T16:47:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,7.3,0.47,35
Saltwater,B4,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,9.22,0.52,64
Saltwater,B4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,8.94,0.52,128
Saltwater,B4,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,21.99,0.7,25
Saltwater,B4,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,84.9,1.95,25
Saltwater,B4,2022-09-09T14:40:00Z,2022-09-12T15:20:00Z,0.18456835561347315,0.136662724,0.288847531,75.62,1.8,25
Saltwater,B4,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,52.57,1.33,25
Saltwater,B4,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,65.26,1.49,25
Saltwater,B4,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,42.47,1.11,22
Saltwater,B4,2023-04-14T14:01:00Z,2023-04-17T13:49:00Z,0.32818291871952227,0.289584541,0.375135886,49.13,1.19,25
Saltwater,B4,2023-05-12T14:59:00Z,2023-05-15T19:11:00Z,0.30155677036053496,0.279080209,0.340019299,50.34,2.75,44
Saltwater,B4,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,0.30825304384536084,0.282055402,0.356369284,67.48,1.45,46.9
Saltwater,B4,2023-06-06T20:31:00Z,2023-06-07T13:02:00Z,0.3054704554687023,0.26813755,0.349138828,4.18,0.29,27
Saltwater,B4,2023-06-07T13:02:00Z,2023-06-07T21:23:00Z,0.31155254439090907,0.283378141,0.351404164,4.27,0.36,27
Saltwater,B4,2023-06-07T21:23:00Z,2023-06-08T18:15:00Z,0.30403445809498997,0.262955206,0.351698968,5.01,0.37,49
Saltwater,B4,2023-06-12T13:35:00Z,2023-06-14T16:14:00Z,0.2814449552839083,0.241655617,0.342548407,7.82,0.48,25
Saltwater,B4,2023-06-14T16:14:00Z,2023-06-17T15:33:00Z,0.2710163766049462,0.239793697,0.331446709,5.88,0.41,25
Saltwater,B4,2023-06-23T16:39:00Z,2023-06-27T18:31:00Z,0.28358864367596864,0.24005359,0.346248973,6.73,0.48,25
Saltwater,B4,2023-07-05T16:39:00Z,2023-07-07T14:20:00Z,0.2666056611063536,0.229979827,0.325065754,7.82,0.74,26.5
Saltwater,B4,2023-08-04T16:18:00Z,2023-08-07T14:58:00Z,0.27886557350544044,0.235084591,0.326803546,16.93,0.7,25
Saltwater,B4,2023-12-05T15:38:00Z,2023-12-08T15:31:00Z,0.3070917371485437,0.289235431,0.358727716,86.41,1.97,36
Saltwater,B4,2023-12-08T15:31:00Z,2023-12-11T16:49:00Z,0.31388404155231564,0.288533332,0.368650198,51.56,1.22,51.142857142857146
Saltwater,C3,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.2978212790595145,0.259537807,0.348824629,23.65,0.99,53
Saltwater,C3,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,0.3099684509090909,0.276613165,0.355527541,15.5,0.93,63
Saltwater,C3,2022-06-22T16:47:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,8.48,0.5,63
Saltwater,C3,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,13.23,1.19,78
Saltwater,C3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,14.34,1.36,137
Saltwater,C3,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,9.15,0.47,25
Saltwater,C3,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,16.19,0.6,25
Saltwater,C3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,0.2443694637707254,0.150235345,0.323521912,21.94,3.06,23
Saltwater,C3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,14.76,0.51,25
Saltwater,C3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,23.28,0.94,25
Saltwater,C3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,45.24,1.47,69
Saltwater,C3,2023-04-14T15:29:00Z,2023-04-17T13:38:00Z,0.3283718292916667,0.289584541,0.375135886,53.19,1.59,25
Saltwater,C3,2023-05-12T15:02:00Z,2023-05-15T19:37:00Z,0.3015170960882239,0.278785405,0.340019299,53.12,1.41,44
Saltwater,C3,2023-06-05T15:59:00Z,2023-06-06T20:19:00Z,0.29903058143826855,0.275038291,0.355395655,8.3,0.4,54.2
Saltwater,C3,2023-06-06T20:19:00Z,2023-06-07T12:51:00Z,0.30554828365873415,0.26813755,0.349138828,6.15,0.37,54
Saltwater,C3,2023-06-07T12:15:00Z,2023-06-07T21:33:00Z,0.31150927802702705,0.283378141,0.351404164,5.71,0.34,54
Saltwater,C3,2023-06-07T21:33:00Z,2023-06-08T18:05:00Z,0.3040496037670061,0.263711611,0.351698968,6.32,0.43,39.666666666666664
Saltwater,C3,2023-06-12T12:48:00Z,2023-06-14T16:01:00Z,0.2813423325370019,0.241655617,0.342548407,7.45,0.64,25
Saltwater,C3,2023-06-14T16:01:00Z,2023-06-17T14:48:00Z,0.27104637996887665,0.239793697,0.331446709,9.14,0.91,25
Saltwater,C3,2023-06-23T16:35:00Z,2023-06-27T18:42:00Z,0.2835946226811951,0.24005359,0.346248973,8.13,0.48,25
Saltwater,C3,2023-07-05T16:35:00Z,2023-07-07T14:31:00Z,0.2666014588956044,0.229979827,0.325065754,9.05,0.59,26.5
Saltwater,C3,2023-08-04T16:21:00Z,2023-08-07T15:04:00Z,0.2788494261344463,0.235084591,0.326803546,9.68,0.58,25
Saltwater,C3,2023-09-29T15:13:00Z,2023-10-02T15:38:00Z,0.27458508025,0.247768921,0.325717426,12.36,0.7,44
Saltwater,C3,2023-12-08T15:25:00Z,2023-12-11T16:45:00Z,0.3138675300231895,0.288533332,0.368650198,34.13,2.19,51.142857142857146
Saltwater,C6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,0.30442250402150683,0.25452226,0.372032686,21.12,0.97,53
Saltwater,C6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,7.42,0.78,48.333333333333336
Saltwater,C6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,10.46,0.84,134
Saltwater,C6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,19.29,5.07,25
Saltwater,C6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,0.2443694637707254,0.150235345,0.323521912,54.58,1.84,22
Saltwater,C6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,45.83,2,25
Saltwater,C6,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,0.31779934510596886,0.288436357,0.357777361,44.24,3.32,47.5
Saltwater,C6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,39.86,1.82,45.5
Saltwater,C6,2023-04-14T15:36:00Z,2023-04-17T13:54:00Z,0.32838115878931873,0.289584541,0.375135886,34.28,1.19,25
Saltwater,C6,2023-06-23T16:42:00Z,2023-06-27T18:21:00Z,0.28357984190401375,0.24005359,0.346248973,3.78,0.25,25
Saltwater,C6,2023-08-04T16:23:00Z,2023-08-07T14:53:00Z,0.2788662805566841,0.235084591,0.326803546,19.99,0.88,25
Saltwater,C6,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,0.30141314901098354,0.231275413,0.354115585,46.25,1.63,25
Saltwater,C6,2023-12-08T16:59:00Z,2023-12-11T16:59:00Z,0.3140759017533928,0.288533332,0.368650198,12.3,0.56,51.142857142857146
Saltwater,D5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.2978212790595145,0.259537807,0.348824629,11.32,0.58,53
Saltwater,D5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,4.66,0.4,48.333333333333336
Saltwater,D5,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,8.04,0.82,48.333333333333336
Saltwater,D5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,11.09,0.78,106
Saltwater,D5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,6.11,0.44,25
Saltwater,D5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,24.83,1.11,25
Saltwater,D5,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,37.03,1.04,25
Saltwater,D5,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,43.48,1.24,25
Saltwater,D5,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,52.63,1.54,45.5
Saltwater,D5,2023-04-14T13:48:00Z,2023-04-17T14:01:00Z,0.32813994241165645,0.289584541,0.375135886,58,1.72,25
Saltwater,D5,2023-06-05T15:59:00Z,2023-06-06T21:48:00Z,0.30022147415228195,0.275038291,0.355395655,4.14,0.29,54.2
Saltwater,D5,2023-06-06T21:48:00Z,2023-06-07T13:25:00Z,0.30496465536621986,0.26813755,0.349383205,3.87,0.28,40.5
Saltwater,D5,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,0.3115691572290323,0.283378141,0.351280036,4.04,0.32,39.666666666666664
Saltwater,D5,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,0.30392765133776906,0.262315171,0.351698968,4.2,0.34,39.666666666666664
Saltwater,D5,2023-06-12T13:27:00Z,2023-06-14T16:28:00Z,0.2814096917843304,0.241655617,0.342548407,7.68,0.44,25
Saltwater,D5,2023-06-14T16:28:00Z,2023-06-17T15:22:00Z,0.27100297231324716,0.239793697,0.331322581,4.57,0.35,25
Saltwater,D5,2023-06-23T16:45:00Z,2023-06-27T18:12:00Z,0.2835751541387452,0.24005359,0.346248973,3.52,0.28,25
Saltwater,D5,2023-08-04T16:25:00Z,2023-08-07T14:44:00Z,0.27888852068572284,0.235084591,0.326803546,19.92,0.66,25
Saltwater,D5,2023-09-29T15:22:00Z,2023-10-02T15:23:00Z,0.2745851066981132,0.247768921,0.325717426,23.07,0.75,44
Saltwater,D5,2023-12-08T15:43:00Z,2023-12-11T16:58:00Z,0.31393689412864495,0.288533332,0.368650198,32.69,0.98,51.142857142857146
Saltwater,E3,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.2978212790595145,0.259537807,0.348824629,9.96,1,53
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,0.3099684509090909,0.276613165,0.355527541,4.9,0.44,44
Saltwater,E3,2022-06-22T16:47:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,2.78,0.17,44
Saltwater,E3,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,6.41,0.41,23
Saltwater,E3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,7.79,0.46,122
Saltwater,E3,2022-08-05T15:59:00Z,2022-08-08T15:59:00Z,0.30386518398675016,0.270666658,0.35731576,18.85,0.73,25
Saltwater,E3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,0.2443694637707254,0.150235345,0.323521912,26.22,0.97,21
Saltwater,E3,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,0.31779934510596886,0.288436357,0.357777361,37.11,1.15,47.5
Saltwater,E3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,40.1,1.33,45.5
Saltwater,E3,2023-04-14T13:38:00Z,2023-04-17T14:16:00Z,0.3281086891621951,0.289584541,0.375135886,42.35,1.35,25
Saltwater,E3,2023-06-05T15:59:00Z,2023-06-06T20:58:00Z,0.2996024339167061,0.275038291,0.355395655,3.77,0.28,54.2
Saltwater,E3,2023-06-06T20:58:00Z,2023-06-07T12:32:00Z,0.30506111948625336,0.26813755,0.349138828,3.82,0.29,40.5
Saltwater,E3,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,0.311482957215534,0.283378141,0.351280036,3.79,0.25,39.666666666666664
Saltwater,E3,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,0.30451678878282207,0.270608473,0.351698968,4.38,0.38,27
Saltwater,E3,2023-06-08T17:30:00Z,2023-06-12T12:55:00Z,0.28104826671139704,0.241364692,0.344565487,4.12,0.33,28.5
Saltwater,E3,2023-06-12T12:55:00Z,2023-06-14T16:57:00Z,0.281258782522146,0.241655617,0.342548407,5.14,0.3,25
Saltwater,E3,2023-06-14T16:57:00Z,2023-06-17T14:57:00Z,0.2709874069014246,0.239793697,0.33093856,5.16,0.33,25
Saltwater,E3,2023-06-23T16:47:00Z,2023-06-27T17:39:00Z,0.28354866962158054,0.24005359,0.346248973,3.6,0.25,25
Saltwater,E3,2023-07-05T18:35:00Z,2023-07-07T14:38:00Z,0.266448447705165,0.229979827,0.32403394,4.3,0.31,26.5
Saltwater,E3,2023-08-04T16:36:00Z,2023-08-07T14:25:00Z,0.2788852888116619,0.235084591,0.326803546,8.31,0.41,25
Saltwater,E3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,0.30141314901098354,0.231275413,0.354115585,29.26,1,25
Saltwater,F4,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,10.66,0.53,48.333333333333336
Saltwater,F4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,14.84,0.64,75
Saltwater,F4,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,7.66,0.62,25
Saltwater,F4,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,33.7,1.19,25
Saltwater,F4,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,20.21,1.72,45.5
Saltwater,F4,2023-06-23T16:49:00Z,2023-06-27T17:55:00Z,0.2835566467633885,0.24005359,0.346248973,6.51,0.36,25
Saltwater,F4,2023-08-07T14:32:00Z,2023-08-10T15:53:00Z,0.300821626875,0.231275413,0.354115585,37.24,1.23,25
Saltwater,F6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,0.30442250402150683,0.25452226,0.372032686,13.87,0.88,36
